Time,North,East,South,West
433,blue,red,blue,red
434,blue,red,blue,red
435,blue,red,blue,red
436,blue,red,blue,red
437,blue,red,blue,red
438,blue,red,blue,red
439,blue,red,blue,red
440,blue,red,blue,red
441,blue,red,blue,red
442,blue,red,blue,red
443,blue,red,blue,red
444,blue,red,blue,red
445,blue,red,blue,red
446,blue,red,blue,red
447,blue,red,blue,red
448,blue,red,blue,red
449,blue,red,blue,red
450,blue,red,blue,red
451,blue,red,blue,red
452,blue,red,blue,red
453,blue,red,blue,red
454,blue,red,blue,red
455,blue,red,blue,red
456,blue,red,blue,red
457,blue,red,blue,red
458,blue,red,blue,red
459,blue,red,blue,red
460,blue,red,blue,red
461,blue,red,blue,red
462,blue,red,blue,red
463,blue,red,blue,red
464,blue,red,blue,red
465,blue,red,blue,red
466,blue,red,blue,red
467,blue,red,blue,red
468,blue,red,blue,red
469,blue,red,blue,red
470,blue,red,blue,red
471,blue,red,blue,red
472,blue,red,blue,red
473,yellow,red,yellow,red
474,yellow,red,yellow,red
475,yellow,red,yellow,red
476,red,red,red,red
477,red,red,red,red
478,red,red,red,red
479,red,red,red,red
480,red,blue,red,blue
481,red,blue,red,blue
482,red,blue,red,blue
483,red,blue,red,blue
484,red,blue,red,blue
485,red,blue,red,blue
486,red,blue,red,blue
487,red,blue,red,blue
488,red,blue,red,blue
489,red,blue,red,blue
490,red,blue,red,blue
491,red,blue,red,blue
492,red,blue,red,blue
493,red,blue,red,blue
494,red,blue,red,blue
495,red,blue,red,blue
496,red,blue,red,blue
497,red,blue,red,blue
498,red,blue,red,blue
499,red,blue,red,blue
500,red,blue,red,blue
501,red,blue,red,blue
502,red,blue,red,blue
503,red,blue,red,blue
504,red,blue,red,blue
505,red,blue,red,blue
506,red,blue,red,blue
507,red,blue,red,blue
508,red,blue,red,blue
509,red,blue,red,blue
510,red,blue,red,blue
511,red,blue,red,blue
512,red,blue,red,blue
513,red,blue,red,blue
514,red,blue,red,blue
515,red,blue,red,blue
516,red,blue,red,blue
517,red,blue,red,blue
518,red,blue,red,blue
519,red,blue,red,blue
520,red,blue,red,blue
521,red,blue,red,blue
522,red,blue,red,blue
523,red,blue,red,blue
524,red,blue,red,blue
525,red,blue,red,blue
526,red,blue,red,blue
527,red,blue,red,blue
528,red,blue,red,blue
529,red,blue,red,blue
530,red,blue,red,blue
531,red,blue,red,blue
532,red,blue,red,blue
533,red,blue,red,blue
534,red,blue,red,blue
535,red,blue,red,blue
536,red,blue,red,blue
537,red,blue,red,blue
538,red,blue,red,blue
539,red,blue,red,blue
540,red,blue,red,blue
541,red,blue,red,blue
542,red,blue,red,blue
543,red,blue,red,blue
544,red,blue,red,blue
545,red,yellow,red,yellow
546,red,yellow,red,yellow
547,red,yellow,red,yellow
548,red,red,red,red
549,red,red,red,red
550,red,red,red,red
551,red,red,red,red
552,blue,red,blue,red
553,blue,red,blue,red
554,blue,red,blue,red
555,blue,red,blue,red
556,blue,red,blue,red
557,blue,red,blue,red
558,blue,red,blue,red
559,blue,red,blue,red
560,blue,red,blue,red
561,blue,red,blue,red
562,blue,red,blue,red
563,blue,red,blue,red
564,blue,red,blue,red
565,blue,red,blue,red
566,blue,red,blue,red
567,blue,red,blue,red
568,blue,red,blue,red
569,blue,red,blue,red
570,blue,red,blue,red
571,blue,red,blue,red
572,blue,red,blue,red
573,blue,red,blue,red
574,blue,red,blue,red
575,blue,red,blue,red
576,blue,red,blue,red
577,blue,red,blue,red
578,blue,red,blue,red
579,blue,red,blue,red
580,blue,red,blue,red
581,blue,red,blue,red
582,blue,red,blue,red
583,blue,red,blue,red
584,blue,red,blue,red
585,blue,red,blue,red
586,blue,red,blue,red
587,blue,red,blue,red
588,blue,red,blue,red
589,blue,red,blue,red
590,blue,red,blue,red
591,blue,red,blue,red
592,blue,red,blue,red
593,yellow,red,yellow,red
594,yellow,red,yellow,red
595,yellow,red,yellow,red
596,red,red,red,red
597,red,red,red,red
598,red,red,red,red
599,red,red,red,red
600,red,blue,red,blue
601,red,blue,red,blue
602,red,blue,red,blue
603,red,blue,red,blue
604,red,blue,red,blue
605,red,blue,red,blue
606,red,blue,red,blue
607,red,blue,red,blue
608,red,blue,red,blue
609,red,blue,red,blue
610,red,blue,red,blue
611,red,blue,red,blue
612,red,blue,red,blue
613,red,blue,red,blue
614,red,blue,red,blue
615,red,blue,red,blue
616,red,blue,red,blue
617,red,blue,red,blue
618,red,blue,red,blue
619,red,blue,red,blue
620,red,blue,red,blue
621,red,blue,red,blue
622,red,blue,red,blue
623,red,blue,red,blue
624,red,blue,red,blue
625,red,blue,red,blue
626,red,blue,red,blue
627,red,blue,red,blue
628,red,blue,red,blue
629,red,blue,red,blue
630,red,blue,red,blue
631,red,blue,red,blue
632,red,blue,red,blue
633,red,blue,red,blue
634,red,blue,red,blue
635,red,blue,red,blue
636,red,blue,red,blue
637,red,blue,red,blue
638,red,blue,red,blue
639,red,blue,red,blue
640,red,blue,red,blue
641,red,blue,red,blue
642,red,blue,red,blue
643,red,blue,red,blue
644,red,blue,red,blue
645,red,blue,red,blue
646,red,blue,red,blue
647,red,blue,red,blue
648,red,blue,red,blue
649,red,blue,red,blue
650,red,blue,red,blue
651,red,blue,red,blue
652,red,blue,red,blue
653,red,blue,red,blue
654,red,blue,red,blue
655,red,blue,red,blue
656,red,blue,red,blue
657,red,blue,red,blue
658,red,blue,red,blue
659,red,blue,red,blue
660,red,blue,red,blue
661,red,blue,red,blue
662,red,blue,red,blue
663,red,blue,red,blue
664,red,blue,red,blue
665,red,yellow,red,yellow
666,red,yellow,red,yellow
667,red,yellow,red,yellow
668,red,red,red,red
669,red,red,red,red
670,red,red,red,red
671,red,red,red,red
672,blue,red,blue,red
673,blue,red,blue,red
674,blue,red,blue,red
675,blue,red,blue,red
676,blue,red,blue,red
677,blue,red,blue,red
678,blue,red,blue,red
679,blue,red,blue,red
680,blue,red,blue,red
681,blue,red,blue,red
682,blue,red,blue,red
683,blue,red,blue,red
684,blue,red,blue,red
685,blue,red,blue,red
686,blue,red,blue,red
687,blue,red,blue,red
688,blue,red,blue,red
689,blue,red,blue,red
690,blue,red,blue,red
691,blue,red,blue,red
692,blue,red,blue,red
693,blue,red,blue,red
694,blue,red,blue,red
695,blue,red,blue,red
696,blue,red,blue,red
697,blue,red,blue,red
698,blue,red,blue,red
699,blue,red,blue,red
700,blue,red,blue,red
701,blue,red,blue,red
702,blue,red,blue,red
703,blue,red,blue,red
704,blue,red,blue,red
705,blue,red,blue,red
706,blue,red,blue,red
707,blue,red,blue,red
708,blue,red,blue,red
709,blue,red,blue,red
710,blue,red,blue,red
711,blue,red,blue,red
712,blue,red,blue,red
713,yellow,red,yellow,red
714,yellow,red,yellow,red
715,yellow,red,yellow,red
716,red,red,red,red
717,red,red,red,red
718,red,red,red,red
719,red,red,red,red
720,red,blue,red,blue
721,red,blue,red,blue
722,red,blue,red,blue
723,red,blue,red,blue
724,red,blue,red,blue
725,red,blue,red,blue
726,red,blue,red,blue
727,red,blue,red,blue
728,red,blue,red,blue
729,red,blue,red,blue
730,red,blue,red,blue
731,red,blue,red,blue
732,red,blue,red,blue
733,red,blue,red,blue
734,red,blue,red,blue
735,red,blue,red,blue
736,red,blue,red,blue
737,red,blue,red,blue
738,red,blue,red,blue
739,red,blue,red,blue
740,red,blue,red,blue
741,red,blue,red,blue
742,red,blue,red,blue
743,red,blue,red,blue
744,red,blue,red,blue
745,red,blue,red,blue
746,red,blue,red,blue
747,red,blue,red,blue
748,red,blue,red,blue
749,red,blue,red,blue
750,red,blue,red,blue
751,red,blue,red,blue
752,red,blue,red,blue
753,red,blue,red,blue
754,red,blue,red,blue
755,red,blue,red,blue
756,red,blue,red,blue
757,red,blue,red,blue
758,red,blue,red,blue
759,red,blue,red,blue
760,red,blue,red,blue
761,red,blue,red,blue
762,red,blue,red,blue
763,red,blue,red,blue
764,red,blue,red,blue
765,red,blue,red,blue
766,red,blue,red,blue
767,red,blue,red,blue
768,red,blue,red,blue
769,red,blue,red,blue
770,red,blue,red,blue
771,red,blue,red,blue
772,red,blue,red,blue
773,red,blue,red,blue
774,red,blue,red,blue
775,red,blue,red,blue
776,red,blue,red,blue
777,red,blue,red,blue
778,red,blue,red,blue
779,red,blue,red,blue
780,red,blue,red,blue
781,red,blue,red,blue
782,red,blue,red,blue
783,red,blue,red,blue
784,red,blue,red,blue
785,red,yellow,red,yellow
786,red,yellow,red,yellow
787,red,yellow,red,yellow
788,red,red,red,red
789,red,red,red,red
790,red,red,red,red
791,red,red,red,red
792,blue,red,blue,red
793,blue,red,blue,red
794,blue,red,blue,red
795,blue,red,blue,red
796,blue,red,blue,red
797,blue,red,blue,red
798,blue,red,blue,red
799,blue,red,blue,red
800,blue,red,blue,red
801,blue,red,blue,red
802,blue,red,blue,red
803,blue,red,blue,red
804,blue,red,blue,red
805,blue,red,blue,red
806,blue,red,blue,red
807,blue,red,blue,red
808,blue,red,blue,red
809,blue,red,blue,red
810,blue,red,blue,red
811,blue,red,blue,red
812,blue,red,blue,red
813,blue,red,blue,red
814,blue,red,blue,red
815,blue,red,blue,red
816,blue,red,blue,red
817,blue,red,blue,red
818,blue,red,blue,red
819,blue,red,blue,red
820,blue,red,blue,red
821,blue,red,blue,red
822,blue,red,blue,red
823,blue,red,blue,red
824,blue,red,blue,red
825,blue,red,blue,red
826,blue,red,blue,red
827,blue,red,blue,red
828,blue,red,blue,red
829,blue,red,blue,red
830,blue,red,blue,red
831,blue,red,blue,red
832,blue,red,blue,red
833,yellow,red,yellow,red
834,yellow,red,yellow,red
835,yellow,red,yellow,red
836,red,red,red,red
837,red,red,red,red
838,red,red,red,red
839,red,red,red,red
840,red,blue,red,blue
841,red,blue,red,blue
842,red,blue,red,blue
843,red,blue,red,blue
844,red,blue,red,blue
845,red,blue,red,blue
846,red,blue,red,blue
847,red,blue,red,blue
848,red,blue,red,blue
849,red,blue,red,blue
850,red,blue,red,blue
851,red,blue,red,blue
852,red,blue,red,blue
853,red,blue,red,blue
854,red,blue,red,blue
855,red,blue,red,blue
856,red,blue,red,blue
857,red,blue,red,blue
858,red,blue,red,blue
859,red,blue,red,blue
860,red,blue,red,blue
861,red,blue,red,blue
862,red,blue,red,blue
863,red,blue,red,blue
864,red,blue,red,blue
865,red,blue,red,blue
866,red,blue,red,blue
867,red,blue,red,blue
868,red,blue,red,blue
869,red,blue,red,blue
870,red,blue,red,blue
871,red,blue,red,blue
872,red,blue,red,blue
873,red,blue,red,blue
874,red,blue,red,blue
875,red,blue,red,blue
876,red,blue,red,blue
877,red,blue,red,blue
878,red,blue,red,blue
879,red,blue,red,blue
880,red,blue,red,blue
881,red,blue,red,blue
882,red,blue,red,blue
883,red,blue,red,blue
884,red,blue,red,blue
885,red,blue,red,blue
886,red,blue,red,blue
887,red,blue,red,blue
888,red,blue,red,blue
889,red,blue,red,blue
890,red,blue,red,blue
891,red,blue,red,blue
892,red,blue,red,blue
893,red,blue,red,blue
894,red,blue,red,blue
895,red,blue,red,blue
896,red,blue,red,blue
897,red,blue,red,blue
898,red,blue,red,blue
899,red,blue,red,blue
900,red,blue,red,blue
901,red,blue,red,blue
902,red,blue,red,blue
903,red,blue,red,blue
904,red,blue,red,blue
905,red,yellow,red,yellow
906,red,yellow,red,yellow
907,red,yellow,red,yellow
908,red,red,red,red
909,red,red,red,red
910,red,red,red,red
911,red,red,red,red
912,blue,red,blue,red
913,blue,red,blue,red
914,blue,red,blue,red
915,blue,red,blue,red
916,blue,red,blue,red
917,blue,red,blue,red
918,blue,red,blue,red
919,blue,red,blue,red
920,blue,red,blue,red
921,blue,red,blue,red
922,blue,red,blue,red
923,blue,red,blue,red
924,blue,red,blue,red
925,blue,red,blue,red
926,blue,red,blue,red
927,blue,red,blue,red
928,blue,red,blue,red
929,blue,red,blue,red
930,blue,red,blue,red
931,blue,red,blue,red
932,blue,red,blue,red
933,blue,red,blue,red
934,blue,red,blue,red
935,blue,red,blue,red
936,blue,red,blue,red
937,blue,red,blue,red
938,blue,red,blue,red
939,blue,red,blue,red
940,blue,red,blue,red
941,blue,red,blue,red
942,blue,red,blue,red
943,blue,red,blue,red
944,blue,red,blue,red
945,blue,red,blue,red
946,blue,red,blue,red
947,blue,red,blue,red
948,blue,red,blue,red
949,blue,red,blue,red
950,blue,red,blue,red
951,blue,red,blue,red
952,blue,red,blue,red
953,yellow,red,yellow,red
954,yellow,red,yellow,red
955,yellow,red,yellow,red
956,red,red,red,red
957,red,red,red,red
958,red,red,red,red
959,red,red,red,red
960,red,blue,red,blue
961,red,blue,red,blue
962,red,blue,red,blue
963,red,blue,red,blue
964,red,blue,red,blue
965,red,blue,red,blue
966,red,blue,red,blue
967,red,blue,red,blue
968,red,blue,red,blue
969,red,blue,red,blue
970,red,blue,red,blue
971,red,blue,red,blue
972,red,blue,red,blue
973,red,blue,red,blue
974,red,blue,red,blue
975,red,blue,red,blue
976,red,blue,red,blue
977,red,blue,red,blue
978,red,blue,red,blue
979,red,blue,red,blue
980,red,blue,red,blue
981,red,blue,red,blue
982,red,blue,red,blue
983,red,blue,red,blue
984,red,blue,red,blue
985,red,blue,red,blue
986,red,blue,red,blue
987,red,blue,red,blue
988,red,blue,red,blue
989,red,blue,red,blue
990,red,blue,red,blue
991,red,blue,red,blue
992,red,blue,red,blue
993,red,blue,red,blue
994,red,blue,red,blue
995,red,blue,red,blue
996,red,blue,red,blue
997,red,blue,red,blue
998,red,blue,red,blue
999,red,blue,red,blue
1000,red,blue,red,blue
1001,red,blue,red,blue
